dataset,organism,state,state_numeric,drug,dose_value,dose_unit,dose_xmic,unit_group,n0_log10,time_days,y_log10,censored,limit_log10,notes
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,10.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,10.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,14.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,14.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,14.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,14.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,21.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,21.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,21.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r1,2.11394335230684,21.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,1.0,2.38021124171161,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,1.0,2.0,False,2.0,plated_volume_uL=10; plating_condition=1; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,1.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_1.3_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,1.0,3.30102999566398,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,2.0,1.60205999132796,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,2.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,2.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,2.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,3.0,1.30102999566398,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,3.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.9_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,3.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.9_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,3.0,2.90308998699194,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,7.0,1.0,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,7.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,7.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,7.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,10.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,10.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,10.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,10.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,14.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,14.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,14.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,14.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,21.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,21.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,21.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r2,2.38021124171161,21.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,1.0,2.46239799789896,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,1.0,2.0,False,2.0,plated_volume_uL=10; plating_condition=1; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,1.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_1.3_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,1.0,3.30102999566398,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,2.0,1.30102999566398,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,2.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.7_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,2.0,2.69897000433602,False,2.0,plated_volume_uL=10; plating_condition=2; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,2.0,2.60205999132796,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,3.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_1.6_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,3.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.6_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,3.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.6_log10
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,3.0,2.60205999132796,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,7.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,7.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,7.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,7.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,10.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,10.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,10.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,10.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,14.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,14.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,14.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,14.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,21.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,21.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,21.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,10.0,xMIC,10.0,era4tb_A_INH10x_r3,2.46239799789896,21.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,1.0,2.54406804435028,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,1.0,2.0,False,2.0,plated_volume_uL=10; plating_condition=1; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,1.0,2.95424250943932,False,2.0,plated_volume_uL=10; plating_condition=2; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,1.0,2.60205999132796,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,2.0,2.17609125905568,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,2.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.6_log10
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,2.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.6_log10
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,2.0,2.60205999132796,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,3.0,2.04139268515822,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,3.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.04_log10
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,3.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.04_log10
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,3.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,7.0,,True,1.0,plated_volume_uL=100; plating_condition=0; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,7.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,7.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,7.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,10.0,,False,1.0,plated_volume_uL=100; plating_condition=0; no_value_reported_not_censored; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,10.0,,False,2.0,plated_volume_uL=10; plating_condition=1; no_value_reported_not_censored; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,10.0,,False,2.0,plated_volume_uL=10; plating_condition=2; no_value_reported_not_censored; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,10.0,,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; no_value_reported_not_censored; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,14.0,2.30102999566398,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,14.0,3.47712125471966,False,2.0,plated_volume_uL=10; plating_condition=1; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,14.0,,True,2.0,plated_volume_uL=10; plating_condition=2; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_1.48_log10
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,14.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.88_log10
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,21.0,4.6232492903979,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,21.0,4.36172783601759,False,2.0,plated_volume_uL=10; plating_condition=1; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,21.0,4.14612803567824,False,2.0,plated_volume_uL=10; plating_condition=2; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r1,2.54406804435028,21.0,4.38021124171161,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,1.0,2.5910646070265,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,1.0,2.69897000433602,False,2.0,plated_volume_uL=10; plating_condition=1; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,1.0,2.47712125471966,False,2.0,plated_volume_uL=10; plating_condition=2; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,1.0,3.44715803134222,False,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,2.0,2.27875360095283,False,1.0,plated_volume_uL=100; plating_condition=0; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,2.0,,True,2.0,plated_volume_uL=10; plating_condition=1; below_limit_of_quantification; n0_source_days=1; bql_contradicted_by_another_plating_of_same_sample_by_0.48_log10
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,2.0,2.47712125471966,False,2.0,plated_volume_uL=10; plating_condition=2; n0_source_days=1
era4tb,M. tuberculosis,standard,,isoniazid,1.0,xMIC,1.0,era4tb_A_INH1x_r2,2.5910646070265,2.0,,True,2.6020599913279625,plated_volume_uL=2.5; plating_condition=3; below_limit_of_quantification; n0_source_days=1
