dataset,organism,state,state_numeric,drug,dose_value,dose_unit,dose_xmic,unit_group,n0_log10,time_days,y_log10,censored,limit_log10,notes
windels2024,E. coli,nutrient_0.9,0.9,amikacin,12.5,ug/mL,6.25,windels_nut0.9_ab12.5_r3,,0.0,0.0,False,,"t=0h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.95,0.95,amikacin,12.5,ug/mL,6.25,windels_nut0.95_ab12.5_r3,,0.0,0.0,False,,"t=0h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0,0.0,amikacin,12.5,ug/mL,6.25,windels_nut0_ab12.5_r1,,0.041666666666666664,-0.06198090252378971,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.25,0.25,amikacin,12.5,ug/mL,6.25,windels_nut0.25_ab12.5_r1,,0.041666666666666664,-0.1290111862394247,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.5,0.5,amikacin,12.5,ug/mL,6.25,windels_nut0.5_ab12.5_r1,,0.041666666666666664,-2.5272435506827877,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.8,0.8,amikacin,12.5,ug/mL,6.25,windels_nut0.8_ab12.5_r1,,0.041666666666666664,-4.517126416391246,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.9,0.9,amikacin,12.5,ug/mL,6.25,windels_nut0.9_ab12.5_r1,,0.041666666666666664,-4.756961951313706,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.95,0.95,amikacin,12.5,ug/mL,6.25,windels_nut0.95_ab12.5_r1,,0.041666666666666664,-5.048662481204082,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0,0.0,amikacin,12.5,ug/mL,6.25,windels_nut0_ab12.5_r2,,0.041666666666666664,-0.028724151261894745,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.25,0.25,amikacin,12.5,ug/mL,6.25,windels_nut0.25_ab12.5_r2,,0.041666666666666664,-0.6020599913279624,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.5,0.5,amikacin,12.5,ug/mL,6.25,windels_nut0.5_ab12.5_r2,,0.041666666666666664,-3.1290111862394245,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.8,0.8,amikacin,12.5,ug/mL,6.25,windels_nut0.8_ab12.5_r2,,0.041666666666666664,-4.181774106386045,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.9,0.9,amikacin,12.5,ug/mL,6.25,windels_nut0.9_ab12.5_r2,,0.041666666666666664,-4.528708288941061,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.95,0.95,amikacin,12.5,ug/mL,6.25,windels_nut0.95_ab12.5_r2,,0.041666666666666664,-4.94692155651658,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0,0.0,amikacin,12.5,ug/mL,6.25,windels_nut0_ab12.5_r3,,0.041666666666666664,-0.007004901568658489,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.25,0.25,amikacin,12.5,ug/mL,6.25,windels_nut0.25_ab12.5_r3,,0.041666666666666664,-0.06905096883247698,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.5,0.5,amikacin,12.5,ug/mL,6.25,windels_nut0.5_ab12.5_r3,,0.041666666666666664,-2.6108339156354674,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.8,0.8,amikacin,12.5,ug/mL,6.25,windels_nut0.8_ab12.5_r3,,0.041666666666666664,-4.147520006363144,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.9,0.9,amikacin,12.5,ug/mL,6.25,windels_nut0.9_ab12.5_r3,,0.041666666666666664,-4.621602099051862,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.95,0.95,amikacin,12.5,ug/mL,6.25,windels_nut0.95_ab12.5_r3,,0.041666666666666664,-4.869666231504994,False,,"t=1h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0,0.0,amikacin,12.5,ug/mL,6.25,windels_nut0_ab12.5_r1,,0.08333333333333333,-0.15428198203334137,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.25,0.25,amikacin,12.5,ug/mL,6.25,windels_nut0.25_ab12.5_r1,,0.08333333333333333,-0.2572748686953017,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.5,0.5,amikacin,12.5,ug/mL,6.25,windels_nut0.5_ab12.5_r1,,0.08333333333333333,-2.844663962534938,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.8,0.8,amikacin,12.5,ug/mL,6.25,windels_nut0.8_ab12.5_r1,,0.08333333333333333,-4.374687549038326,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.9,0.9,amikacin,12.5,ug/mL,6.25,windels_nut0.9_ab12.5_r1,,0.08333333333333333,-4.578396073130169,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.95,0.95,amikacin,12.5,ug/mL,6.25,windels_nut0.95_ab12.5_r1,,0.08333333333333333,-5.048662481204082,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0,0.0,amikacin,12.5,ug/mL,6.25,windels_nut0_ab12.5_r2,,0.08333333333333333,-0.040481623027001735,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.25,0.25,amikacin,12.5,ug/mL,6.25,windels_nut0.25_ab12.5_r2,,0.08333333333333333,-1.1931419704811825,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.5,0.5,amikacin,12.5,ug/mL,6.25,windels_nut0.5_ab12.5_r2,,0.08333333333333333,-3.048176964684088,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.8,0.8,amikacin,12.5,ug/mL,6.25,windels_nut0.8_ab12.5_r2,,0.08333333333333333,-4.0746879085003505,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.9,0.9,amikacin,12.5,ug/mL,6.25,windels_nut0.9_ab12.5_r2,,0.08333333333333333,-4.567030709125595,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.95,0.95,amikacin,12.5,ug/mL,6.25,windels_nut0.95_ab12.5_r2,,0.08333333333333333,-5.0675262353228465,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0,0.0,amikacin,12.5,ug/mL,6.25,windels_nut0_ab12.5_r3,,0.08333333333333333,-0.13194363817695845,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.25,0.25,amikacin,12.5,ug/mL,6.25,windels_nut0.25_ab12.5_r3,,0.08333333333333333,-0.30277065724028246,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.5,0.5,amikacin,12.5,ug/mL,6.25,windels_nut0.5_ab12.5_r3,,0.08333333333333333,-3.0856568428805593,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.8,0.8,amikacin,12.5,ug/mL,6.25,windels_nut0.8_ab12.5_r3,,0.08333333333333333,-4.043351420794797,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.9,0.9,amikacin,12.5,ug/mL,6.25,windels_nut0.9_ab12.5_r3,,0.08333333333333333,-5.4179366370882915,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
windels2024,E. coli,nutrient_0.95,0.95,amikacin,12.5,ug/mL,6.25,windels_nut0.95_ab12.5_r3,,0.08333333333333333,-6.306273051076353,False,,"t=2h; y_log10 = log10(surviving fraction) RELATIVE to t=0, NOT absolute log10 CFU/mL; surv_frac == 1.0 at t=0 by construction; no absolute density exists anywhere in this deposit so n0_log10 is absent; deposit names no drug and no units; amikacin, ug/mL and ancestral MIC 2 ug/mL are from Windels 2024 ISME J wrae070, not from these files; nutrient_conc is dimensionless and unresolved; time read as hours"
