bql_arm,deposit,state_label,drug,dose_value,dose_unit,n0_stratum,plated_volume_uL,limit_log10,V_mL,P_T_ext_infinite,n_series,b_tail_median_log10_per_day,b_tail_q05_log10_per_day,b_tail_q95_log10_per_day,b_tail_identified,censored_fraction,H_log10_cells,Delta_median_days,Delta_q05_days,Delta_q95_days,Delta_units,T_ext_0368_days,T_ext_p95_days,T_ext_p99_days,extrapolation_depth_log10,terminal_variant,rate_units,V_source,scale_tag
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,1.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,10.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,10.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,10.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,100.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,100.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,100.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,1000.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,1000.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,10.0,2.0,1000.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,1.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,2.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,1.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,2.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,1.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,2.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,10.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,10.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,10.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,100.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,100.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,100.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,1000.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,5.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,1000.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,5.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,1.0,xMIC,observed,2.5,2.6020599913279625,1000.0,1.0,16,-0.2235940481234121,-0.3499813926027994,-0.08656067924658195,True,0.22125813449023862,5.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,1.0,5.3986812700931175,1.9791791462514308,149.3927492868672,"days, conditional on b_tail>0, mean is undefined",21.0,27.96397171523118,31.785590311426667,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,1.0,5.655845997587721,2.0435152342377747,32.035538740657024,"days, conditional on b_tail>0, mean is undefined",21.0,27.872034158067283,31.643200183156274,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,1.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.0,10.797362540186235,3.9583582925028615,298.7854985737344,"days, conditional on b_tail>0, mean is undefined",21.0,28.095471741577082,31.98925360417191,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.0,11.960755511820249,4.2217637511538575,59.74242667459386,"days, conditional on b_tail>0, mean is undefined",21.0,27.872034158067283,31.643200183156274,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.0,16.196043810279352,5.937537438754292,448.1782478606016,"days, conditional on b_tail>0, mean is undefined",21.0,28.132185806437704,32.04611524555217,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.0,18.834349937962692,6.576423826244507,62.359472505333976,"days, conditional on b_tail>0, mean is undefined",21.0,27.692025643834715,31.36440840075504,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,1000.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.0,21.59472508037247,7.916716585005723,597.5709971474688,"days, conditional on b_tail>0, mean is undefined",21.0,28.870655095592745,33.09744880933933,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,1000.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.0,24.052705519652626,9.122039408462966,47.78914503943449,"days, conditional on b_tail>0, mean is undefined",21.0,27.55536917857432,31.152758970232128,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,100.0,1.0,1000.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.0,10.797362540186235,3.9583582925028615,298.7854985737344,"days, conditional on b_tail>0, mean is undefined",21.0,27.96397171523118,31.785590311426667,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.0,11.960755511820249,4.2217637511538575,59.74242667459386,"days, conditional on b_tail>0, mean is undefined",21.0,27.872034158067283,31.643200183156274,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.0,16.196043810279352,5.937537438754292,448.1782478606016,"days, conditional on b_tail>0, mean is undefined",21.0,28.095471741577082,31.98925360417191,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.0,18.834349937962692,6.576423826244507,62.359472505333976,"days, conditional on b_tail>0, mean is undefined",21.0,27.872034158067283,31.643200183156274,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.0,21.59472508037247,7.916716585005723,597.5709971474688,"days, conditional on b_tail>0, mean is undefined",21.0,28.132185806437704,32.04611524555217,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.0,24.052705519652626,9.122039408462966,47.78914503943449,"days, conditional on b_tail>0, mean is undefined",21.0,27.692025643834715,31.36440840075504,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,1000.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,5.0,26.993406350465587,9.895895731257154,746.9637464343359,"days, conditional on b_tail>0, mean is undefined",21.0,28.870655095592745,33.09744880933933,4.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,1000.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,5.0,30.4334911555529,11.93387485101741,112.36150475243578,"days, conditional on b_tail>0, mean is undefined",21.0,27.55536917857432,31.152758970232128,4.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,10.0,2.0,1000.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,5.0,,,,"days, conditional on b_tail>0, mean is undefined",,,,4.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.6020599913279625,14.04769253884093,5.149942872131482,388.7288959138461,"days, conditional on b_tail>0, mean is undefined",21.0,27.96397171523118,31.785590311426667,1.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.6020599913279625,15.927939680664313,5.61472925090206,44.786295635928816,"days, conditional on b_tail>0, mean is undefined",21.0,27.872034158067283,31.643200183156274,1.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,1.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,2.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,1.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.6020599913279625,19.446373808934048,7.129122018382913,538.1216452007133,"days, conditional on b_tail>0, mean is undefined",21.0,28.095471741577082,31.98925360417191,2.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.6020599913279625,21.261530600190618,8.076443942699344,44.855621105406684,"days, conditional on b_tail>0, mean is undefined",21.0,27.872034158067283,31.643200183156274,2.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,10.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,3.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,2.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.6020599913279625,24.845055079027166,9.108301164634343,687.5143944875806,"days, conditional on b_tail>0, mean is undefined",21.0,28.132185806437704,32.04611524555217,3.0,linear,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.6020599913279625,28.417538039367322,10.783991081914314,67.38200152182267,"days, conditional on b_tail>0, mean is undefined",21.0,27.692025643834715,31.36440840075504,3.0,decelerating,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
censored,era4tb,standard,isoniazid,10.0,xMIC,observed,2.5,2.6020599913279625,100.0,0.7725490196078432,17,-0.16040362403492317,-0.33100355803074116,0.3303669151817501,True,0.3868312757201646,4.6020599913279625,,,,"days, conditional on b_tail>0, mean is undefined",,,,3.0,plateau,log10 per day,SCENARIO - no deposit records a culture volume; T_ext is conditional on this declared value,absolute_cfu_per_ml
